800,2795,12101001,第2795题	试题编号：12101001,在可供着陆使用的跑道上，着陆入口位于（）。,A.着陆跑道可用部分的起端,B.跑道的起端,C.停止道的起端,D.净空道的起端,,
801,2796,12101002,第2796题	试题编号：12101002,在设有停止道的跑道上，其净空道的起点应在（）。,A.跑道末端,B.停止道末端,C.升降带末端,D.跑道端安全地区末端,,
802,2797,12101003,第2797题	试题编号：12101003,假设设有停止道，则停止道的宽度等于（）。,A.跑道宽度的0.5倍,B.跑道宽度的1.5倍,C.跑道宽度的2倍,D.跑道宽度,,
803,2798,12101004,第2798题	试题编号：12101004,假设设有净空道，则净空道的长度应不大于（）o,A. 1/2TORA,B. TORA,C. 1/2T0DA,D. TODA,,
804,2799,12101005,第2799题	试题编号：12101005,当跑道设有停止道时，升降带（）。,A.包括停止道,B.不包括停止道,C.包括停止道的一部分,D.只包括起飞方向的停止道,,
805,2800,12101006,第2800题 试题编号：12101006,跑道端安全地区的位置起始于（）。,A.升降带端,B.跑道端,C.停止道端,D.净空道端,,
806,2801,12101007,第2801题 试题编号：12101007,直升机场的起飞着陆区，一般规定为长（）m,宽（）m.,A.	60； 120,B.	120； 60,C.	120； 90,D.	150； 60,,
807,2802,12101008,第2802题	试题编号：12101008,某机场36号跑道长3400m,入口内移100m,停止道长60m,净空道长120m,可用起飞 滑跑距离和可用起飞距离各是多少。,A.	3400m；	3520m,B.	3300m；	3460m,C.	3460m；	3400m,D.	3460m；	3300m,,
808,2803,12101009,第2803题 试题编号：12101009,平行跑道在仪表气象条件下同时独立平行进近的地方，其中线的最小间距为（）。,A.	1525m,B.	915m,C.	760m,D.	1000m,,
809,2804,12101010,第2804题	试题编号：12101010,平行跑道在仪表气象条件下非独立平行进近的地方，其中线的最小间距为（）。,A.	1525m,B.	915m,C.	760m,D.	1000m,,
810,2805,12101011,第2805题 试题编号：12101011,平行跑道在仪表气象条件下同时独立平行起飞，其中线的最小间距为（）。,A.	1525m,B.	915m,C.	760m,D.	1000m,,
811,2806,22101012,第2806题	试题编号：22101012,快速出口滑行道与跑道的夹角最好为45度。,T,F,,,,
812,2807,22101013,第2807题	试题编号：22101013,跑道入口内移会影响跑道的可用起飞滑跑距离°,T,F,,,,
813,2808,22101014,第2808题	试题编号：22101014,净空道的长度变化会影响可用起飞滑跑距离(T0RA)。,T,F,,,,
814,2809,22101015,第2809题	试题编号：22101015,停止道的长度变化会影响可用加速停止距离(ASDA) o,T,F,,,,
815,2810,22101016,第2810题 试题编号：22101016,停止道起始于可用起飞距离的末端。,T,F,,,,
816,2811,22101017,第2811题	试题编号：22101017,位于跑道端安全地区上可能对飞机构成危险的物体，应被认为是障碍物，并应尽可能 地移去。,T,F,,,,
817,2812,22101018,第2812题	试题编号：22101018,某05号跑道入口内移150如 若飞机沿23号跑道进近，其可用着陆距离将减小。,T,F,,,,
818,2813,22101019,第2813题 试题编号：22101019,基准代码为3或4的精密进近跑道的升降带宽度为跑道中线两侧各100mo,T,F,,,,
819,2814,12101020,第2814题 试题编号：12101020,使用HUD实施标准I类精密进近运行，跑道可用着陆距离应达到（）米或更长。,A.	1310,B.	1500,C.	1850,D.	2000,,
820,2815,12101021,第2815题 试题编号：12101021,使用HUD实施特殊批准II类精密进近运行,跑道可用着陆距离必须达到（）米。,A.	1310,B.	1500,C.	1850,D.	2000,,
821,2816,12102001,第2816题 试题编号：12102001,确定飞机基准飞行场地长度的标准条件为,A.机场标高10m,气温+15度，静风，跑道坡度0.15%,B.机场标高10m,气温-15度，静风，跑道坡度0.15%,C.机场标高0m,气温+15度，静风，跑道坡度0,D.机场标高0m,气温。度，静风，跑道坡度0,,
822,2817,12102002,第2817题 试题编号：12102002,机场基准代号为3C的跑道宽度为（）。,A.	23,B.	30,C.	45,D.	60,,
823,2818,12102003,第2818题 试题编号：12102003,对机场基准代号为D或E的跑道，其跑道道肩和跑道的总宽度不能小于（）。,A.	60m,B.	45m,C.	90m,D.	70m,,
824,2819,12102004,第2819题	试题编号：12102004,基准代码为3或4的精密进近跑道，在其升降带内距跑道中线两侧各（）m内，不 准有固定的物体，除非是必须的助航设备并为易折装置。,A.	80,B.	60,C.	70,D.	85,,
825,2820,12102005,第2820题	试题编号：12102005,*B737-800的飞机基准飞行场地长度为2256m,对应的机场基准代码为（）0,A.	1,B.	2,C.	3,D.	4,,
826,2821,12102006,第2821题	试题编号：12102006,*A320-200的翼展为33.9山，主起落架外轮间距8. 7m,对应的机场基准代字为（）。,A.	A,B.	B,C.	C,D.	D,,
827,2822,22102007,第2822题	试题编号：22102007,机场基准代号可以由打算在该机场运行的任意飞机来确定。,T,F,,,,
828,2823,22102008,第2823题	试题编号：22102008,滑行道道面最小宽度由机场的基准代号决定。,T,F,,,,
829,2824,22102009,第2824题	试题编号：22102009,若某机场基准代号中的代字由最大翼展确定为，由相应主起落架外轮间距最大确 定的代字为“D”，则该机场选用的代字应为C。,T,F,,,,
830,2825,22102010,第2825题	试题编号：22102010,机场的基准代号不同，其跑道的PCN值一定不同。,T,F,,,,
831,2826,12103001,第2826题	试题编号：12103001,机场跑道标志用（）色，滑行道标志和飞机机位标志用（）色。,A.红；白,B.白；黄,C.红；绿,D.绿；黄,,
832,2827,12103002,第2827题	试题编号：12103002,强制性指示标记牌的颜色为（）。,A.黑底黄字,B.红底白字,C.黄底白字,D.黄底黑字,,
833,2828,12103003,第2828题	试题编号：12103003,滑行道标志包括：（）。,A.滑行道中心线标志，滑行道起始标志，滑行道末端标志,B,滑行道边线标志，滑行道定距标志，滑行道禁入标志,C.滑行道中心圆标志，滑行道边线标志，滑行道净空标志,D.滑行道中心线标志，滑行等待位置标志，滑行道交叉处标志,,
834,2829,12103004,第2829题	试题编号：12103004,跑道道面标志包括：跑道号码标志，跑道入口标志，（），（），（），跑道边线 标志和定距标志。,A.跑道中线标志，跑道净空标志，接地地带标志,B.跑道禁入标志，跑道中心圆标志，接地地带标志,C.跑道中线标志，跑道中心圆标志，接地地带标志,D.跑道中线标志，跑道起始标志，跑道末端标志,,
835,2830,12103005,第2830题	试题编号：12103005,着陆方向标志设置在跑道着陆方向的（）侧，离跑道边的最小距离为（） 色。,A.左；15；白或橙,B.右；15；白或绿,C.右；20；白或橙,D.左；20；白或绿,,
836,2831,12103006,第2831题 试题编号：12103006,定距标志的起点距跑道入口（）。,A.	150m,B.	200m,C.	250m,D.	300m,,
837,2832,22103007,第2832题 试题编号：22103007,当准备用标记牌来标明不论飞机或车辆非经塔台许可不得越过的地点，必须设置信息 标记牌。,T,F,,,,
838,2833,22103008,第2833题 试题编号：22103008,跑道入口标志离入口 5m处开始。,T,F,,,,
839,2834,22103009,第2834题 试题编号：22103009,跑道入口标志的数量由跑道长度决定。,T,F,,,,
840,2835,22103010,第2835题 试题编号：22103010,接地地带标志对的数目由跑道长度决定。,T,F,,,,
841,2836,22103011,第2836题 试题编号：22103011,精密进近跑道必须设置跑道边线标志。,T,F,,,,
842,2837,12104001,第2837题	试题编号：12104001,跑道中线灯颜色为红白相间的一端是（）。,A.从跑道入口到跑道末端,B.从距跑道入口 300nl到距跑道入口 900nl,C.从距跑道末端900m到距跑道末端300m,D.从距跑道入口 900nl到距跑道入口 300nl,,
843,2838,12104002,第2838题 试题编号：12104002,“T”字灯应由（）个全方向发（）光、轻型易折式灯具组成。,A.	21；红,B.	21；白,C.	12；黄,D.	12；白,,
844,2839,12104003,第2839题 试题编号：12104003,滑行道中线灯的颜色是（），滑行道边线灯的颜色是（）。,A.白；红,B.红；白,C.绿；蓝,D.蓝；绿,,
845,2840,12104004,第2840题 试题编号：12104004,机场灯光系统应在航空器预计（）前（）分钟开放。,A.起飞或着陆；20,B.滑行或飞越远台；30,C,开车或进入本管制区；40,D.推出或进入本管制区：20,,
846,2841,12104005,第2841题 试题编号：12104005,灯的失效是指当由于某些原因，光束偏离规定的垂直或水平方向或平均光强低于规定 的新灯平均光强的（）时，该灯即为失效。,A.	0.3,B.	0.4,C.	0.5,D.	0.6,,
847,2842,12104006,第2842题 试题编号：12104006,在机场灯光系统中，下列灯光颜色为白色的是（）。,A.停止道灯,B.接地地带灯,C.跑道末端灯,D.停止排灯,,
848,2843,12104007,第2843题 试题编号：12104007,为了使精密进近跑道入口更加明显，须垂直于跑道边灯线并伸出该线至少10m设置：,A.跑道引入灯光,B.跑道入口识别灯,C.跑道入口翼排灯,D.跑道入口灯,,
849,2844,12104008,第2844题 试题编号：12104008,当地空无线电通信失败时，塔台管制员使用灯光信号指向地面上的航空器发出一连串 绿色闪光，其指令为（）。,A.可以起飞,B.滑回机场起点,C.可以滑行,D.滑离使用着陆区,,
850,2845,22104009,第2845题 试题编号：22104009,有入口内移的跑道，从进近方向看，从跑道起点至内移后的跑道入口之间的跑道边灯 的颜色在进近方向显示绿色。,T,F,,,,
851,2846,22104010,第2846题 试题编号：22104010,跑道入口识别灯为白色闪光灯，且灯光只能在跑道进近的方向看到。,T,F,,,,
852,2847,22104011,第2847题 试题编号：22104011,供跑道视程（RVR）小于800m的最低标准条件下起飞的跑道必须设置跑道中线灯。,T,F,,,,
853,2848,12105001,第2848题 试题编号：12105001,机场机动区内有航空器运行时，按（）管理灯光。,A.夜间应当开放机场保障飞行所需的灯光,B.昼间应当开放进近坡度指示系统的灯光,C.昼间机场能见度小于2km或航空器驾驶员有要求时，应当开放跑道和滑行道及起飞 和着陆方向上保障飞行所需要的灯光,D. A、 B 和 C,,
854,2849,12105002,第2849题 试题编号：12105002,简易进近灯光系统由一行位于跑道中线延长线上并尽可能延伸到距入口不少于（）m 的中线灯和一排距入口（）ni的横排灯具组成。,A.	420； 300,B.	420； 150,C.	300； 150,D.	900； 300,,
855,2850,12105003,第2850题	试题编号：12105003,II类和III类精密进近灯光系统由一行位于跑道中线延长线上并延伸到距入口 900m的 （）灯，两行距入口 270m的（）灯和两排（）灯组成。,A.侧边，中线，横排,B.中线，横排，侧边,C.横排，侧边，中线,D.中线，侧边，横排,,
856,2851,12105004,第2851题	试题编号：12105004,当飞机正在或接近进近坡度时，飞行员看到VASIS发光的情况是：（）。,A.上风灯为红、下风灯为白,B.上风灯、下风灯均为红,C.上风灯、下风灯均为白,D.下风灯为红、上风灯为白,,
857,2852,12105005,第2852题	试题编号：12105005,PAPI由（）设置急剧变色的多灯泡（或成对单灯泡）灯具的一排灯组成。,A.四个等距,B.四个不等距,C.两个等距,D.两个不等距,,
858,2853,12105006,第2853题	试题编号：12105006,下述对机场灯光的使用方法正确的是（）。,A.灯光只在夜间使用，昼间不使用,B.昼间，机场水平能见度小于2km时，要开灯,C.昼间，机场水平能见度小于4km时，要开灯,D.按管制员意图,,
859,2854,12105007,第2854题	试题编号：12105007,航空器（）分钟关闭灯光。,A.着陆后3,B.起飞后10,C.着陆后5,D.起飞后15,,
860,2855,12105008,第2855题	试题编号：12105008,机场灯光系统应当在航空器（）时，立即开放。,A.预计进入本管制区前20分钟,B.预计到达机场上空前30分钟,C.发生紧急情况,D.预计起飞、着陆前1小时,,
861,2856,12105009,第2856题	试题编号：12105009,机场灯光系统应当在航空器起飞后15分钟、着陆后（）分钟、或按照管制部门的通知关闭。,A. 10,B. 15,C. 20,D. 25,,
862,2857,12105010,第2857题	试题编号：12105010,机场在（）下有航空器运行时，应当开放障碍物标志灯。,A.昼间或目视飞行条件,B.夜间或仪表飞行条件,C.在有人员或车辆活动情况,D.在RVR不工作情况,,
863,2858,12105011,第2858题	试题编号：12105011,夜间或昼间能见度小于（）km时，在机场活动区内活动的一切航空器必须显示引起 对该航空器注意的防撞灯、该航空器相对航径的航行灯、航空器结构外端的灯光及航 空器发动机已经开车的灯光,A. 1,B. 2,C. 3,D. 4,,
864,2859,12105012,第2859题	试题编号：12105012,正确使用灯光的规定是（）灯光。,A.航空器预计着陆前30分钟开放,B.最后一架航空器起飞后20分钟关闭,C.最后一架航空器着陆后关闭,D.按照塔台管制室管制员要求的时间开放,,
865,2860,12105013,第2860题	试题编号：12105013,对于三排式目视进近坡度指示系统（3-BAR, VASIS） , B747的驾驶员看到中间灯组的 颜色为红色，下风灯组的颜色为白色，则飞机（）。,A.高于正确的进近坡度,B.保持了正确的进近坡度,C.低于正确的进近坡度,D.以上都不对,,
866,2861,12105014,第2861题	试题编号：12105014,当飞行员看到PAPI发光的情况是离跑道最远的一个为白色，其他三个为红色时，则飞 机（）。,A.高于正确的进近坡度,B.保持了正确的进近坡度,C.低于正确的进近坡度,D.以上都不对,,
867,2862,22105015,第2862题	试题编号：22105015,VASIS 一般设置在跑道的左侧。,T,F,,,,
868,2863,22105016,第2863题	试题编号：22105016,当飞机高于进近坡度时，飞行员看到VASIS发光的情况是上风灯、下风灯均为白色。,T,F,,,,
869,2864,22105017,第2864题	试题编号：22105017,当飞机保持了正确的进近坡度时，飞行员看到PAPI发光的情况是离跑道最近的两个为 红色，最远的两个为白色。,T,F,,,,
870,2865,12105018,第2865题	试题编号：12105018,在进近中的航空器驾驶员看见PAP：［灯是一红三白，这说明该航空器此时高度（）。,A.偏信I,B.正常,C.偏低,D.都不是,,
871,2866,12106001,第2866题	试题编号：12106001,*ACN值一般是：（）。,A.固定的数值,B.随温度变化,C.由机场建设部门提供,D.在不同道面和不同土基上ACN值不一样,,
872,2867,12106002,第2867题	试题编号：12106002,设在低强度土基上的柔性道面，最大允许胎压为1. OMpa,用经验评定法确定的道面等 级序号为40,则道面强度报告为（）。,A.	PCN40/R/B/W/T,B.	PCN40/F/C/Y/U,C.	PCN40/R/W/B/U,D.	PCN40/F/B/X/T,,
873,2868,22106003,第2868题	试题编号：22106003,机场的基准代号不同，其跑道的PCN值一定不同。,T,F,,,,
874,2869,22106004,第2869题	试题编号：22106004,同一条跑道，场建部门可提供几个典型的PCN值。,T,F,,,,
875,2870,22106005,第2870题	试题编号：22106005,当一架航空器的ACN值大于某跑道的PCN值时，该道面一定不能承受此飞机的运行。,T,F,,,,
876,2871,22106006,第2871题 试题编号：22106006,一架B757-200飞机，分别在银川机场（PCN32/F/C/Y/T）和首都机场（PCN90/R/B/W/T） 上运行的ACN值相同。,T,F,,,,
877,2872,22106007,第2872题	试题编号：22106007,道面强度报告为PCN60/R/B/W/U,表示设置在中强度土基刚性道面，用技术评定法评 定的道面等级序号为60且无胎压限制。,T,F,,,,
878,2873,22106008,第2873题	试题编号：22106008,一架B747sp中强度柔性道面上的ACN为43,胎压为1.30pa,它能够在道面强度报告 为PCN51/R/B/Y/T的跑道上起降。,T,F,,,,
879,2874,12107001,第2874题 试题编号：12107001,仪表飞行时，空中交通管制员对航空器之间的间隔，距离，（）配备是否正确负责。,A.局度层,B.时间,C.方位,D,角度,,
880,2875,12107002,第2875题 试题编号：12107002,在机场区域内，仪表飞行航空器距障碍物最高点的最低垂直间隔，平原不得小于（） m,丘陵和山区不得小于600%,A.	300,B.	400,C.	500,D.	600,,
881,2876,12107003,第2876题 试题编号：12107003,在机场区域，以机场导航台为中心，半径（）km范围内，航空器距离障碍物最高 点，平原不得小于（）m,丘陵和山区不得小于（）mo,A.	30； 200； 400,B.	45； 250； 500,C.	55； 300； 600,D.	65； 350； 900,,
882,2877,12107004,第2877题	试题编号：12107004,航路、航线飞行或者转场飞行的安全高度，在（）应当高出航路中心线、航线两侧各 25km以内最高标高600m。,A.同］原,B.山区,C.平原,D.局原和山区,,
883,2878,12107005,第2878题	试题编号：12107005,航路、航线飞行或者转场飞行的安全高度，在高原和山区应当高出航路中心线、航线 两侧各（）km以内最高标高600m。,A.	10,B.	15,C.	20,D.	25,,
884,2879,12107006,第2879题	试题编号：12107006,航路、航线飞行或者转场飞行的安全高度，在高原和山区以外地区应当高出航路中心 线、航线两侧各（）km以内最高标高400m。,A.	10,B.	15,C.	20,D.	25,,
885,2880,12107007,第2880题	试题编号：12107007,最低等待高度层，距离地面最高障碍物的真实高度不得少于（）m。,A.	300,B.	400,C.	600,D.	800,,
886,2881,12107008,第2881题	试题编号：12107008,在C、*D类空域内顺向仪表飞行，同速航空器在同一空中走廊内同高度飞行，其最低间 隔为（）分钟。,A.	2,B.	3,C.	4,D.	5,,
887,2882,12107009,第2882题 试题编号：12107009,引导按IFR飞行的离场航空器偏离标准离场航线时，管制员应当确保航空器在飞越地 面障碍物时有不低于（）m的超障余度。,A.	400,B.	600,C.	300,D.平原300、山区600,,
888,2883,12107010,第2883题 试题编号：12107010,航路、航线飞行或者转场飞行的安全高度，在高原和山区应当高出航路中心线、航线 两侧各25km以内最高标高（）nu,A.	200,B.	300,C.	400,D.	600,,
889,2884,12107011,第2884题 试题编号：12107011,航路、航线飞行或者转场飞行的安全高度，在高原和山区以外地区应当高出航路中心 线、航线两侧各25km以内最高标高（）mo,A.	200,B.	300,C.	400,D.	600,,
890,2885,12107012,第2885题 试题编号：12107012,航空器需要紧急放油时，其他航空器与放油航空器间隔：在放油航空器飞行高度（） m以上通过。,A.	300,B.	600,C.	900,D.	1200,,
891,2886,22107013,第2886题 试题编号：22107013,航空器利用仪表进近程序图进入着陆过程中，不得低于仪表进程序规定的超障高度飞 行。,T,F,,,,
892,2887,22107014,第2887题	试题编号：22107014,在指定高度飞行的航空器只要报告脱离该高度，就可以将该高度指定给其他航空器。,T,F,,,,
893,2888,22107015,第2888题	试题编号：22107015,报告有强烈颠簸时，在航空器报告已脱离当前高度，并到达指定的新高度之前，可以 将所脱离的高度指定给其他航空器。,T,F,,,,
894,2889,12108001,第2889题	试题编号：12108001,在C、*D类空域内，仪表飞行同速航空器同一空中走廊内同高度飞行，并且该走廊内有 导航设备时，最低纵向间隔为（）分钟。,A. 3,B, 5,C. 10,D. 15,,
895,2890,12108002,第2890题	试题编号：12108002,在C、*D类空域内，在同一空中走廊内或夹角小于45度的两个空中走廊内，一架航空 器穿越顺向飞行的其他航空器的高度层，最低纵向间隔为（）分钟。,A. 3,B. 5,C, 10,D. 15,,
896,2891,12108003,第2891题	试题编号：12108003,无空中走廊时，在同高度仪表飞行进入C类空域的航空器，不论其航向如何，其到达 导航设备上空的时间间隔不得少于（）分钟。,A. 3,B. 5,C. 10,D. 15,,
897,2892,12108004,第2892题	试题编号：12108004,在（）类空域内，仪表飞行同速航空器同一空中走廊内同高度飞行，并且该走廊内有 导航设备时，最低纵向间隔为5分钟。,A. A,B.	B,C.	C,D.	C、D,,
898,2893,12108005,第2893题	试题编号：12108005,无空中走廊时，在同高度仪表飞行进入C类空域的航空器，不论航向如何，其到达同 一导航设备上空的时间间隔不得少于（）分钟。,A.	5,B.	10,C.	15,D.	20,,
899,2894,12108006,第2894题	试题编号：12108006,在C、*D类空域内顺向仪表飞行，在同一空中走廊或夹角小于45度的两个空中走廊 内，一架航空器穿越顺向飞行的其它航空器的高度层，其最低间隔为（）分钟。,A.	2,B.	3,C.	4,D.	5,,
900,2895,12108007,第2895题	试题编号：12108007,在C、*D类空域内逆向仪表飞行，无空中走廊时，在同高度进入C类空域的航空器，不 论其航向如何，其到达同一导航设备上空的时间间隔不得少于（）分钟。,A.	5,B.	10,C.	15,D.	20,,
901,2896,12108008,第2896题	试题编号：12108008,在C、*D类空域内，在同一空中走廊内或夹角小于（）度的两个空中走廊内，一架航 空器穿越顺向飞行的其他航空器的高度层，最低纵向间隔为5分钟。,A.	15,B.	30,C.	45,D.	60,,
902,2897,12108009,第2897题	试题编号：12108009,无空中走廊时，在同高度仪表飞行进入（）类空域的航空器，不论其航向如何，其到 达导航设备上空的时间间隔不得少于10分钟。,A.	A,B.	B,C.	C,D.	D,,
903,2898,22108010,第2898题	试题编号：22108010,在C、*D类空域内，仪表飞行同速航空器同一空中走廊内同高度飞行，并且该走廊内有 导航设备时，最低纵向间隔为10分钟。,T,F,,,,
904,2899,22108011,第2899题	试题编号：22108011,无空中走廊时，在同高度仪表飞行进入C类空域的航空器，不论其航向如何，其到达 导航设备上空的时间间隔不得少于5分钟。,T,F,,,,
905,2900,22108012,第2900题 试题编号：22108012,在C、*D类空域内，在同一空中走廊内或夹角小于30度的两个空中走廊内，一架航空 器穿越顺向飞行的其他航空器的高度层，最低纵向间隔为5分钟。,T,F,,,,
906,2901,12109001,第2901题 试题编号：12109001,在C,*D类空域内，逆向仪表飞行航空器之间必须保持规定的高度差，只有证实航空器 已（）后，方可准许相互占用或穿越高度层。,A.彼此联络,B.彼此看到,C.彼此飞越,D.彼此听到,,
907,2902,12109002,第2902题 试题编号：12109002,航空器同时■使用航路上的同一测距台测距，其中一架航空器保持其高度层，另一架航 空器在同航迹上升或者下降，改变高度穿越被占用的高度层时，航空器之间的距离间 隔不少于（）km0,A. 20,B. 30,C. 40,D. 50,,
908,2903,12109003,第2903题 试题编号：12109003,逆向飞行的航空器同时使用航路上的同一测距台，证实两架航空器已相遇且相距（） km以上，可以允许航空器上升、下降至或穿越另一航空器占用的高度。,A. 20,B. 30,C. 40,D. 50,,
909,2904,12109004,第2904题 试题编号：12109004,逆向飞行（包括使用同一测距台的径向线上的飞行），两架航空器相遇前应当配备规 定的垂直间隔，经测距台定位，证实航空器已相遇后（）km以上，可以相互穿越高 度。,A. 40,B. 20,C. 5,D. 10,,
910,2905,12109005,第2905题 试题编号：12109005,在C、*D类空域内，逆向仪表飞行航空器之间必须保持规定的高度差，只有证实航空器 已（）后，方可准许互相占用或穿越高度层。,A.彼此联络,B.彼此看到,C.彼此飞越,D.彼此听到,,
911,2906,12109006,第2906题 试题编号：12109006,当两架航空器纵向和侧向间隔小于规定标准时，一架航空器未离开所占用的高度层， 不得指挥另一架航空器（）或（）该高度层",A.穿越；占用,B.起飞；通过,C.使用；飞越,D. A、B 和 C,,
912,2907,12109007,第2907题 试题编号：12109007,管制员应当在失去通信联络的航空器预计到达着陆机场导航台上空前（）分钟，将等 待空域内该航空器占用的高度层空出。,A. 5,B. 15,C. 10,D. 20,,
913,2908,12109008,第2908题 试题编号：12109008,在C类空域内仪表飞行时，航迹差在。度至45度范围内，不论进场航空器在何位置， 同时进离场的航空器相互穿越或占用对方高度层的最低间隔标准为离场航空器() 后O,A.加入航线3分钟,B.飞出走廊,C. 一转弯,D.高度 600m,,
914,2909,12109009,第2909题 试题编号：12109009,在C类空域内仪表飞行时，航迹差在。度至45度范围内，走廊口有导航设备，且能正 常工作，进场航空器位置在()以外，同时进离场的航空器相互穿越或占用对方高度 层的最低间隔标准为离场航空器起飞加入航线后。,A.距离机场3分钟,B.距离走廊口 3分钟,C.加入穿云起始位置,D.三转弯,,
915,2910,12109010,第2910题 试题编号：12109010,在C类空域内仪表飞行时，航迹差在46度至90度范围内，不论进场航空器在何位 置，同时进离场的航空器相互穿越或占用对方高度层的最低间隔标准为离场航空器 ()。,A.加入航线3分钟后,B.加入航线5分钟后,C.距离机场3分钟,D.距离走廊口 3分钟,,
916,2911,12109011,第2911题 试题编号：12109011,在C类空域内仪表飞行时，航迹差在46度至90度范围内，走廊口有导航设备，且能 正常工作，进场航空器在()以外，同时进离场的航空器相互穿越或占用对方高度层 的最低间隔标准为离场航空器起飞加入航线后。,A.距离走廊口 3分钟,B.加入穿云起始位置,C.距离机场5分钟,D.距离走廊口 5分钟,,
917,2912,12109012,第2912题 试题编号：12109012,在C类空域内仪表飞行时，航迹差在91度至135度范围内，同时进离场的航空器相互 穿越或占用对方高度层的最低间隔标准为离场航空器（）。,A.距离机场5分钟,B.距离走廊口 3分钟,C.加入航线5分钟后,D.加入航线10分钟后,,
918,2913,12109013,第2913题 试题编号：12109013,在C类空域内仪表飞行时，走廊口有导航设备，且能正常工作，同时进离场的航空器 相互穿越或占用对方高度层的最低间隔标准为进、离场航空器距离机场均在（）km 以外。,A. 50,B. 30,C. 40,D. 20,,
919,2914,12109014,第2914题 试题编号：12109014,在C类空域内仪表飞行时，航迹差在136度至180度范围内，同时进离场的航空器相 互穿越或占用对方高度层的最低间隔标准为（）。,A.证实航空器已彼此飞越后,B.距离机场5分钟,C.距离走廊口 6分钟,D,加入航线5分钟后,,
920,2915,12109015,第2915题 试题编号：12109015,**D类空域内，同航迹仪表飞行最低间隔标准：慢速航空器在前，快速航空器在后（较 高的高度层），保证快速航空器穿越前方航空器的高度层有（）分钟以上的间隔。,A. 5,B. 4,C. 10,D. 2,,
921,2916,12109016,第2916题 试题编号：12109016,在C、*D类空域内使用测距台仪表飞行时，经测距台定位，证实两架逆向飞行的航空器 确已（）km以上，可以允许航空器上升、下降至或穿越被占用的高度。,A.相遇且相距20,B.相遇且相距15,C.相距15,D.相距30,,
922,2917,12109017,第2917题	试题编号：12109017,在C类空域内仪表飞行时，同时进、离场的航空器相互穿越或占用对方高度层的最低 间隔标准：航迹差在。度至45度范围内，不论进离场航空器在何位置，为离场航空器 加入航线（）分钟后。,A. 2,B. 3,C. 4,D. 5,,
